登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,,
096年法登他              字&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;14號,財團,變更登記,徐美麗,1,096/03/15,096/03/15,096/03/15,1冊            18頁,2,9,黃金昆,財團法人天主教道明會德鐸省會台灣分會,055/07/01,屏東縣東港鎮光復路二段一一七號,宣揚天主教教義及辦理教育慈善社會福利等事業並發展本會會務,捐助及省會撥付,台灣省政府民政廳，中華民國五十五年六月三日,永久,208901800,准許,096/03/15,096/05/15,,,,,,,
101年法登他              字&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;79號,財團,變更登記,,2,101/11/09,101/11/09,101/11/12,1冊            2頁,2,14,林耀輝,財團法人台灣省屏東縣潮州三山國王廟,048/06/23,屏東縣潮州鎮西市路三十三號,確保三山國王廟財產收益及祭祀並興辦公益慈善事業推行文化建設為        目的,由信徒自由捐助,四十八年三月二十六日台灣省屏東縣政府,永久,11528300,准許,101/11/09,,,,,,,,




102年法登他              字&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;88號,財團,變更登記,,7,102/12/06,102/12/06,102/12/09,1冊            7頁,2,16,房徐蕙英,財團法人屏東縣私立美和高級中學,052/07/15,屏東縣內埔鄉美和村學人路323號,為協助政府發展教育.,由籌措之教育經費捐助、並由徐傍興捐助二佰萬元,84年12月28日台灣省政府教育廳(84教二字第120627號函),永久,94764091,准許,102/12/06,,,,,,,,

101年法登他              字&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;43號,財團,變更登記,,9,101/05/31,101/05/31,101/05/31,1冊            10頁,2,11,蔡純,財團法人台灣省屏東縣私立民生高級家事商業職業學校,053/02/18,屏東市民生東路12號,協助政府發展職業教育,自由捐贈,中華民國五十一年一月二十九日,永久,315078000,准許,101/05/31,,,,,,,,
088年法登他              字&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;15號,財團,變更登記,洪有川,10,088/05/28,088/06/02,088/06/03,-2冊            12頁,1,10,林忠義,財團法人台灣省屏東縣私立明德高級中學,053/08/03,屏東縣潮州鎮永春里永德路二號,協助政府發展教育.,由創辦人曾慶福、董事長曾梅英、及現任部份董事所捐贈,五十三年七月二十三日台灣省政府教育廳，教二字第六六一九號,永久,39954564,准許,088/06/02,093/10/14,,,,,,,
