"251","社團法人台灣穿山甲保育協會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGoLAAB&bc=103&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000007&ef=TTD&fg=1"
"252","社團法人臺東縣身心健康體育會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGs2AAG&bc=103&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=TTD&fg=1"
"245","財團法人江賢二藝術文化基金會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGoZAAH&bc=103&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000001&ef=TTD&fg=1"
"5","財團法人台東教會聚會所","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGt%2FAAI&bc=103&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000021&ef=TTD&fg=1"
"171","社團法人臺東縣中小企業協會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGuJAAI&bc=103&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000022&ef=TTD&fg=1"
"40","財團法人台東縣故立法委員鄭品聰先生文教公益基金會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGs2AAH&bc=103&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000023&ef=TTD&fg=1"
"128","財團法人台東縣教育會文教基金會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGuqAAB&bc=103&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=TTD&fg=1"
"244","臺東縣耕心者關懷協會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGoZAAG&bc=103&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000001&ef=TTD&fg=1"
"246","社團法人台東縣平安社會福利關懷協會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGrtAAH&bc=103&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000002&ef=TTD&fg=1"
"247","臺東縣社會工作師公會","http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAGq5AAA&bc=103&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=TTD&fg=1"
